timestamp,stmp_vwmp (lower),lmax_vwmp (lower),gmni_vwmp (lower),itbi_vwmp (lower),okcn_vwmp (lower),bfnx_vwmp (lower),btrx_vwmp (lower),bfly_vwmp (lower),bnus_vwmp (lower),cbse_vwmp (lower),krkn_vwmp (lower),all_vwmp (lower)
2021-02-24 00:00:00,47625.91,47299.0,48315.26,47233.5,47800.7,48625.0,48144.74,47743.62,47900.0,48577.2,48300.0,48888.0
2021-02-24 01:00:00,48915.44,49275.0,49101.0,49700.0,48876.62,49834.0,49880.7,49777.91,49234.79,48703.58,49302.5,48946.35
2021-02-24 02:00:00,50319.47,50341.0,50365.39,50325.0,50392.72,50388.0,50283.49,49994.55,50276.62,50078.86,50044.8,50075.5
2021-02-24 03:00:00,50898.12,50365.5,50656.81,50937.25,50970.65,50534.0,50488.86,50948.0,50211.69,50466.57,50306.2,50314.07
2021-02-24 04:00:00,50975.37,51249.0,51134.86,50754.5,50770.0,50919.0,50814.88,51025.46,51075.09,50668.33,50860.4,50500.0
2021-02-24 05:00:00,50215.15,50216.0,50954.35,50498.75,50186.14,50420.0,50136.44,,50099.92,50830.63,50282.4,50539.68
2021-02-24 06:00:00,50476.72,49878.5,50092.0,50047.0,49689.23,49662.0,49823.59,50016.68,50439.66,50170.68,49613.0,49873.16
2021-02-24 07:00:00,50171.0,49785.0,50304.82,49870.5,49691.87,49639.0,50250.0,49680.1,49557.0,50255.06,50146.8,49747.64
2021-02-24 08:00:00,50493.97,50870.5,50665.68,50461.75,50555.45,50600.0,50659.68,50410.65,50868.01,50184.44,49922.9,50200.0
2021-02-24 09:00:00,50582.27,50923.5,51358.51,50919.75,51155.96,50800.0,51273.56,50900.0,50959.97,50820.01,51143.6,50920.0
2021-02-24 10:00:00,50918.19,50589.0,50514.91,50600.0,50615.59,50441.0,50964.17,50486.11,50305.7,50498.84,50575.0,50550.0
2021-02-24 11:00:00,50556.91,50565.5,50800.0,50581.25,50749.53,50410.0,50398.54,50500.0,50285.31,50239.09,50601.3,50759.0
2021-02-24 12:00:00,50525.81,50739.5,51042.65,51082.25,51113.47,51125.0,50640.75,51078.18,50702.44,51108.72,50877.2,51143.49
2021-02-24 13:00:00,49440.35,49144.5,50928.59,49901.5,50243.46,49516.0,49365.9,50116.8,49755.51,49762.17,49241.8,49475.0
2021-02-24 14:00:00,48757.03,49552.0,48923.27,49561.5,49607.48,48778.46,48825.47,49200.75,49288.47,49503.71,49615.1,48813.74
2021-02-24 15:00:00,49463.39,49787.0,49009.85,48610.0,48901.63,49062.0,49067.1,48631.44,49100.0,49492.63,49365.4,48550.0
2021-02-24 16:00:00,50064.47,49773.5,49702.4,49761.25,49543.42,49757.0,49817.22,49766.55,49390.69,49717.89,49487.1,49400.0
2021-02-24 17:00:00,49812.89,49850.0,49935.46,49734.25,49975.78,50056.0,49879.22,49731.74,49715.61,49837.46,49812.9,49733.0
2021-02-24 18:00:00,50014.64,49928.5,49622.28,49788.25,49830.01,50060.0,49775.66,49700.0,49919.01,49703.37,49751.0,49648.4
2021-02-24 19:00:00,49084.18,49423.5,49448.6,49333.0,49579.09,49017.0,49000.0,49444.96,49611.0,49000.0,49413.6,49506.05
2021-02-24 20:00:00,49113.52,48950.5,49162.11,48940.25,48800.0,48755.0,48982.99,48909.5,49100.01,48977.24,48846.0,48978.19
2021-02-24 21:00:00,48320.0,49126.0,48715.43,48577.0,48978.83,48478.0,48356.22,48272.99,48365.67,48641.53,48581.7,48594.54
2021-02-24 22:00:00,48821.53,48900.0,48821.93,48759.5,48590.32,48765.0,48752.87,48247.38,48724.33,48568.0,48466.9,48702.42
2021-02-24 23:00:00,49493.89,49277.5,49249.67,49733.0,49213.08,49525.0,49750.0,49712.15,49568.7,49227.93,49369.9,49821.3
